DateKey,Date,Year,Quarter,Month,MonthName,Day,DayOfWeek,DayName,WeekOfYear,IsWeekend
20090224,2009-02-24,2009,1,2,February,24,1,Tuesday,9,False
20090225,2009-02-25,2009,1,2,February,25,2,Wednesday,9,False
20090226,2009-02-26,2009,1,2,February,26,3,Thursday,9,False
20090227,2009-02-27,2009,1,2,February,27,4,Friday,9,False
20090228,2009-02-28,2009,1,2,February,28,5,Saturday,9,True
20090301,2009-03-01,2009,1,3,March,1,6,Sunday,9,True
20090302,2009-03-02,2009,1,3,March,2,0,Monday,10,False
20090303,2009-03-03,2009,1,3,March,3,1,Tuesday,10,False
20090304,2009-03-04,2009,1,3,March,4,2,Wednesday,10,False
20090305,2009-03-05,2009,1,3,March,5,3,Thursday,10,False
20090306,2009-03-06,2009,1,3,March,6,4,Friday,10,False
20090307,2009-03-07,2009,1,3,March,7,5,Saturday,10,True
20090308,2009-03-08,2009,1,3,March,8,6,Sunday,10,True
20090309,2009-03-09,2009,1,3,March,9,0,Monday,11,False
20090310,2009-03-10,2009,1,3,March,10,1,Tuesday,11,False
20090311,2009-03-11,2009,1,3,March,11,2,Wednesday,11,False
20090312,2009-03-12,2009,1,3,March,12,3,Thursday,11,False
20090313,2009-03-13,2009,1,3,March,13,4,Friday,11,False
20090314,2009-03-14,2009,1,3,March,14,5,Saturday,11,True
20090315,2009-03-15,2009,1,3,March,15,6,Sunday,11,True
20090316,2009-03-16,2009,1,3,March,16,0,Monday,12,False
20090317,2009-03-17,2009,1,3,March,17,1,Tuesday,12,False
20090318,2009-03-18,2009,1,3,March,18,2,Wednesday,12,False
20090319,2009-03-19,2009,1,3,March,19,3,Thursday,12,False
20090320,2009-03-20,2009,1,3,March,20,4,Friday,12,False
20090321,2009-03-21,2009,1,3,March,21,5,Saturday,12,True
20090322,2009-03-22,2009,1,3,March,22,6,Sunday,12,True
20090323,2009-03-23,2009,1,3,March,23,0,Monday,13,False
20090324,2009-03-24,2009,1,3,March,24,1,Tuesday,13,False
20090325,2009-03-25,2009,1,3,March,25,2,Wednesday,13,False
20090326,2009-03-26,2009,1,3,March,26,3,Thursday,13,False
20090327,2009-03-27,2009,1,3,March,27,4,Friday,13,False
20090328,2009-03-28,2009,1,3,March,28,5,Saturday,13,True
20090329,2009-03-29,2009,1,3,March,29,6,Sunday,13,True
20090330,2009-03-30,2009,1,3,March,30,0,Monday,14,False
20090331,2009-03-31,2009,1,3,March,31,1,Tuesday,14,False
20090401,2009-04-01,2009,2,4,April,1,2,Wednesday,14,False
20090402,2009-04-02,2009,2,4,April,2,3,Thursday,14,False
20090403,2009-04-03,2009,2,4,April,3,4,Friday,14,False
20090404,2009-04-04,2009,2,4,April,4,5,Saturday,14,True
20090405,2009-04-05,2009,2,4,April,5,6,Sunday,14,True
20090406,2009-04-06,2009,2,4,April,6,0,Monday,15,False
20090407,2009-04-07,2009,2,4,April,7,1,Tuesday,15,False
20090408,2009-04-08,2009,2,4,April,8,2,Wednesday,15,False
20090409,2009-04-09,2009,2,4,April,9,3,Thursday,15,False
20090410,2009-04-10,2009,2,4,April,10,4,Friday,15,False
20090411,2009-04-11,2009,2,4,April,11,5,Saturday,15,True
20090412,2009-04-12,2009,2,4,April,12,6,Sunday,15,True
20090413,2009-04-13,2009,2,4,April,13,0,Monday,16,False
20090414,2009-04-14,2009,2,4,April,14,1,Tuesday,16,False
20090415,2009-04-15,2009,2,4,April,15,2,Wednesday,16,False
20090416,2009-04-16,2009,2,4,April,16,3,Thursday,16,False
20090417,2009-04-17,2009,2,4,April,17,4,Friday,16,False
20090418,2009-04-18,2009,2,4,April,18,5,Saturday,16,True
20090419,2009-04-19,2009,2,4,April,19,6,Sunday,16,True
20090420,2009-04-20,2009,2,4,April,20,0,Monday,17,False
20090421,2009-04-21,2009,2,4,April,21,1,Tuesday,17,False
20090422,2009-04-22,2009,2,4,April,22,2,Wednesday,17,False
20090423,2009-04-23,2009,2,4,April,23,3,Thursday,17,False
20090424,2009-04-24,2009,2,4,April,24,4,Friday,17,False
20090425,2009-04-25,2009,2,4,April,25,5,Saturday,17,True
20090426,2009-04-26,2009,2,4,April,26,6,Sunday,17,True
20090427,2009-04-27,2009,2,4,April,27,0,Monday,18,False
20090428,2009-04-28,2009,2,4,April,28,1,Tuesday,18,False
20090429,2009-04-29,2009,2,4,April,29,2,Wednesday,18,False
20090430,2009-04-30,2009,2,4,April,30,3,Thursday,18,False
20090501,2009-05-01,2009,2,5,May,1,4,Friday,18,False
20090502,2009-05-02,2009,2,5,May,2,5,Saturday,18,True
20090503,2009-05-03,2009,2,5,May,3,6,Sunday,18,True
20090504,2009-05-04,2009,2,5,May,4,0,Monday,19,False
20090505,2009-05-05,2009,2,5,May,5,1,Tuesday,19,False
20090506,2009-05-06,2009,2,5,May,6,2,Wednesday,19,False
20090507,2009-05-07,2009,2,5,May,7,3,Thursday,19,False
20090508,2009-05-08,2009,2,5,May,8,4,Friday,19,False
20090509,2009-05-09,2009,2,5,May,9,5,Saturday,19,True
20090510,2009-05-10,2009,2,5,May,10,6,Sunday,19,True
20090511,2009-05-11,2009,2,5,May,11,0,Monday,20,False
20090512,2009-05-12,2009,2,5,May,12,1,Tuesday,20,False
20090513,2009-05-13,2009,2,5,May,13,2,Wednesday,20,False
20090514,2009-05-14,2009,2,5,May,14,3,Thursday,20,False
20090515,2009-05-15,2009,2,5,May,15,4,Friday,20,False
20090516,2009-05-16,2009,2,5,May,16,5,Saturday,20,True
20090517,2009-05-17,2009,2,5,May,17,6,Sunday,20,True
20090518,2009-05-18,2009,2,5,May,18,0,Monday,21,False
20090519,2009-05-19,2009,2,5,May,19,1,Tuesday,21,False
20090520,2009-05-20,2009,2,5,May,20,2,Wednesday,21,False
20090521,2009-05-21,2009,2,5,May,21,3,Thursday,21,False
20090522,2009-05-22,2009,2,5,May,22,4,Friday,21,False
20090523,2009-05-23,2009,2,5,May,23,5,Saturday,21,True
20090524,2009-05-24,2009,2,5,May,24,6,Sunday,21,True
20090525,2009-05-25,2009,2,5,May,25,0,Monday,22,False
20090526,2009-05-26,2009,2,5,May,26,1,Tuesday,22,False
20090527,2009-05-27,2009,2,5,May,27,2,Wednesday,22,False
20090528,2009-05-28,2009,2,5,May,28,3,Thursday,22,False
20090529,2009-05-29,2009,2,5,May,29,4,Friday,22,False
20090530,2009-05-30,2009,2,5,May,30,5,Saturday,22,True
20090531,2009-05-31,2009,2,5,May,31,6,Sunday,22,True
20090601,2009-06-01,2009,2,6,June,1,0,Monday,23,False
20090602,2009-06-02,2009,2,6,June,2,1,Tuesday,23,False
20090603,2009-06-03,2009,2,6,June,3,2,Wednesday,23,False
20090604,2009-06-04,2009,2,6,June,4,3,Thursday,23,False
20090605,2009-06-05,2009,2,6,June,5,4,Friday,23,False
20090606,2009-06-06,2009,2,6,June,6,5,Saturday,23,True
20090607,2009-06-07,2009,2,6,June,7,6,Sunday,23,True
20090608,2009-06-08,2009,2,6,June,8,0,Monday,24,False
20090609,2009-06-09,2009,2,6,June,9,1,Tuesday,24,False
20090610,2009-06-10,2009,2,6,June,10,2,Wednesday,24,False
20090611,2009-06-11,2009,2,6,June,11,3,Thursday,24,False
20090612,2009-06-12,2009,2,6,June,12,4,Friday,24,False
20090613,2009-06-13,2009,2,6,June,13,5,Saturday,24,True
20090614,2009-06-14,2009,2,6,June,14,6,Sunday,24,True
20090615,2009-06-15,2009,2,6,June,15,0,Monday,25,False
20090616,2009-06-16,2009,2,6,June,16,1,Tuesday,25,False
20090617,2009-06-17,2009,2,6,June,17,2,Wednesday,25,False
20090618,2009-06-18,2009,2,6,June,18,3,Thursday,25,False
20090619,2009-06-19,2009,2,6,June,19,4,Friday,25,False
20090620,2009-06-20,2009,2,6,June,20,5,Saturday,25,True
20090621,2009-06-21,2009,2,6,June,21,6,Sunday,25,True
20090622,2009-06-22,2009,2,6,June,22,0,Monday,26,False
20090623,2009-06-23,2009,2,6,June,23,1,Tuesday,26,False
20090624,2009-06-24,2009,2,6,June,24,2,Wednesday,26,False
20090625,2009-06-25,2009,2,6,June,25,3,Thursday,26,False
20090626,2009-06-26,2009,2,6,June,26,4,Friday,26,False
20090627,2009-06-27,2009,2,6,June,27,5,Saturday,26,True
20090628,2009-06-28,2009,2,6,June,28,6,Sunday,26,True
20090629,2009-06-29,2009,2,6,June,29,0,Monday,27,False
20090630,2009-06-30,2009,2,6,June,30,1,Tuesday,27,False
20090701,2009-07-01,2009,3,7,July,1,2,Wednesday,27,False
20090702,2009-07-02,2009,3,7,July,2,3,Thursday,27,False
20090703,2009-07-03,2009,3,7,July,3,4,Friday,27,False
20090704,2009-07-04,2009,3,7,July,4,5,Saturday,27,True
20090705,2009-07-05,2009,3,7,July,5,6,Sunday,27,True
20090706,2009-07-06,2009,3,7,July,6,0,Monday,28,False
20090707,2009-07-07,2009,3,7,July,7,1,Tuesday,28,False
20090708,2009-07-08,2009,3,7,July,8,2,Wednesday,28,False
20090709,2009-07-09,2009,3,7,July,9,3,Thursday,28,False
20090710,2009-07-10,2009,3,7,July,10,4,Friday,28,False
20090711,2009-07-11,2009,3,7,July,11,5,Saturday,28,True
20090712,2009-07-12,2009,3,7,July,12,6,Sunday,28,True
20090713,2009-07-13,2009,3,7,July,13,0,Monday,29,False
20090714,2009-07-14,2009,3,7,July,14,1,Tuesday,29,False
20090715,2009-07-15,2009,3,7,July,15,2,Wednesday,29,False
20090716,2009-07-16,2009,3,7,July,16,3,Thursday,29,False
20090717,2009-07-17,2009,3,7,July,17,4,Friday,29,False
20090718,2009-07-18,2009,3,7,July,18,5,Saturday,29,True
20090719,2009-07-19,2009,3,7,July,19,6,Sunday,29,True
20090720,2009-07-20,2009,3,7,July,20,0,Monday,30,False
20090721,2009-07-21,2009,3,7,July,21,1,Tuesday,30,False
20090722,2009-07-22,2009,3,7,July,22,2,Wednesday,30,False
20090723,2009-07-23,2009,3,7,July,23,3,Thursday,30,False
20090724,2009-07-24,2009,3,7,July,24,4,Friday,30,False
20090725,2009-07-25,2009,3,7,July,25,5,Saturday,30,True
20090726,2009-07-26,2009,3,7,July,26,6,Sunday,30,True
20090727,2009-07-27,2009,3,7,July,27,0,Monday,31,False
20090728,2009-07-28,2009,3,7,July,28,1,Tuesday,31,False
20090729,2009-07-29,2009,3,7,July,29,2,Wednesday,31,False
20090730,2009-07-30,2009,3,7,July,30,3,Thursday,31,False
20090731,2009-07-31,2009,3,7,July,31,4,Friday,31,False
20090801,2009-08-01,2009,3,8,August,1,5,Saturday,31,True
20090802,2009-08-02,2009,3,8,August,2,6,Sunday,31,True
20090803,2009-08-03,2009,3,8,August,3,0,Monday,32,False
20090804,2009-08-04,2009,3,8,August,4,1,Tuesday,32,False
20090805,2009-08-05,2009,3,8,August,5,2,Wednesday,32,False
20090806,2009-08-06,2009,3,8,August,6,3,Thursday,32,False
20090807,2009-08-07,2009,3,8,August,7,4,Friday,32,False
20090808,2009-08-08,2009,3,8,August,8,5,Saturday,32,True
20090809,2009-08-09,2009,3,8,August,9,6,Sunday,32,True
20090810,2009-08-10,2009,3,8,August,10,0,Monday,33,False
20090811,2009-08-11,2009,3,8,August,11,1,Tuesday,33,False
20090812,2009-08-12,2009,3,8,August,12,2,Wednesday,33,False
20090813,2009-08-13,2009,3,8,August,13,3,Thursday,33,False
20090814,2009-08-14,2009,3,8,August,14,4,Friday,33,False
20090815,2009-08-15,2009,3,8,August,15,5,Saturday,33,True
20090816,2009-08-16,2009,3,8,August,16,6,Sunday,33,True
20090817,2009-08-17,2009,3,8,August,17,0,Monday,34,False
20090818,2009-08-18,2009,3,8,August,18,1,Tuesday,34,False
20090819,2009-08-19,2009,3,8,August,19,2,Wednesday,34,False
20090820,2009-08-20,2009,3,8,August,20,3,Thursday,34,False
20090821,2009-08-21,2009,3,8,August,21,4,Friday,34,False
20090822,2009-08-22,2009,3,8,August,22,5,Saturday,34,True
20090823,2009-08-23,2009,3,8,August,23,6,Sunday,34,True
20090824,2009-08-24,2009,3,8,August,24,0,Monday,35,False
20090825,2009-08-25,2009,3,8,August,25,1,Tuesday,35,False
20090826,2009-08-26,2009,3,8,August,26,2,Wednesday,35,False
20090827,2009-08-27,2009,3,8,August,27,3,Thursday,35,False
20090828,2009-08-28,2009,3,8,August,28,4,Friday,35,False
20090829,2009-08-29,2009,3,8,August,29,5,Saturday,35,True
20090830,2009-08-30,2009,3,8,August,30,6,Sunday,35,True
20090831,2009-08-31,2009,3,8,August,31,0,Monday,36,False
20090901,2009-09-01,2009,3,9,September,1,1,Tuesday,36,False
20090902,2009-09-02,2009,3,9,September,2,2,Wednesday,36,False
20090903,2009-09-03,2009,3,9,September,3,3,Thursday,36,False
20090904,2009-09-04,2009,3,9,September,4,4,Friday,36,False
20090905,2009-09-05,2009,3,9,September,5,5,Saturday,36,True
20090906,2009-09-06,2009,3,9,September,6,6,Sunday,36,True
20090907,2009-09-07,2009,3,9,September,7,0,Monday,37,False
20090908,2009-09-08,2009,3,9,September,8,1,Tuesday,37,False
20090909,2009-09-09,2009,3,9,September,9,2,Wednesday,37,False
20090910,2009-09-10,2009,3,9,September,10,3,Thursday,37,False
20090911,2009-09-11,2009,3,9,September,11,4,Friday,37,False
20090912,2009-09-12,2009,3,9,September,12,5,Saturday,37,True
20090913,2009-09-13,2009,3,9,September,13,6,Sunday,37,True
20090914,2009-09-14,2009,3,9,September,14,0,Monday,38,False
20090915,2009-09-15,2009,3,9,September,15,1,Tuesday,38,False
20090916,2009-09-16,2009,3,9,September,16,2,Wednesday,38,False
20090917,2009-09-17,2009,3,9,September,17,3,Thursday,38,False
20090918,2009-09-18,2009,3,9,September,18,4,Friday,38,False
20090919,2009-09-19,2009,3,9,September,19,5,Saturday,38,True
20090920,2009-09-20,2009,3,9,September,20,6,Sunday,38,True
20090921,2009-09-21,2009,3,9,September,21,0,Monday,39,False
20090922,2009-09-22,2009,3,9,September,22,1,Tuesday,39,False
20090923,2009-09-23,2009,3,9,September,23,2,Wednesday,39,False
20090924,2009-09-24,2009,3,9,September,24,3,Thursday,39,False
20090925,2009-09-25,2009,3,9,September,25,4,Friday,39,False
20090926,2009-09-26,2009,3,9,September,26,5,Saturday,39,True
20090927,2009-09-27,2009,3,9,September,27,6,Sunday,39,True
20090928,2009-09-28,2009,3,9,September,28,0,Monday,40,False
20090929,2009-09-29,2009,3,9,September,29,1,Tuesday,40,False
20090930,2009-09-30,2009,3,9,September,30,2,Wednesday,40,False
20091001,2009-10-01,2009,4,10,October,1,3,Thursday,40,False
20091002,2009-10-02,2009,4,10,October,2,4,Friday,40,False
20091003,2009-10-03,2009,4,10,October,3,5,Saturday,40,True
20091004,2009-10-04,2009,4,10,October,4,6,Sunday,40,True
20091005,2009-10-05,2009,4,10,October,5,0,Monday,41,False
20091006,2009-10-06,2009,4,10,October,6,1,Tuesday,41,False
20091007,2009-10-07,2009,4,10,October,7,2,Wednesday,41,False
20091008,2009-10-08,2009,4,10,October,8,3,Thursday,41,False
20091009,2009-10-09,2009,4,10,October,9,4,Friday,41,False
20091010,2009-10-10,2009,4,10,October,10,5,Saturday,41,True
20091011,2009-10-11,2009,4,10,October,11,6,Sunday,41,True
20091012,2009-10-12,2009,4,10,October,12,0,Monday,42,False
20091013,2009-10-13,2009,4,10,October,13,1,Tuesday,42,False
20091014,2009-10-14,2009,4,10,October,14,2,Wednesday,42,False
20091015,2009-10-15,2009,4,10,October,15,3,Thursday,42,False
20091016,2009-10-16,2009,4,10,October,16,4,Friday,42,False
20091017,2009-10-17,2009,4,10,October,17,5,Saturday,42,True
20091018,2009-10-18,2009,4,10,October,18,6,Sunday,42,True
20091019,2009-10-19,2009,4,10,October,19,0,Monday,43,False
20091020,2009-10-20,2009,4,10,October,20,1,Tuesday,43,False
20091021,2009-10-21,2009,4,10,October,21,2,Wednesday,43,False
20091022,2009-10-22,2009,4,10,October,22,3,Thursday,43,False
20091023,2009-10-23,2009,4,10,October,23,4,Friday,43,False
20091024,2009-10-24,2009,4,10,October,24,5,Saturday,43,True
20091025,2009-10-25,2009,4,10,October,25,6,Sunday,43,True
20091026,2009-10-26,2009,4,10,October,26,0,Monday,44,False
20091027,2009-10-27,2009,4,10,October,27,1,Tuesday,44,False
20091028,2009-10-28,2009,4,10,October,28,2,Wednesday,44,False
20091029,2009-10-29,2009,4,10,October,29,3,Thursday,44,False
20091030,2009-10-30,2009,4,10,October,30,4,Friday,44,False
20091031,2009-10-31,2009,4,10,October,31,5,Saturday,44,True
20091101,2009-11-01,2009,4,11,November,1,6,Sunday,44,True
20091102,2009-11-02,2009,4,11,November,2,0,Monday,45,False
20091103,2009-11-03,2009,4,11,November,3,1,Tuesday,45,False
20091104,2009-11-04,2009,4,11,November,4,2,Wednesday,45,False
20091105,2009-11-05,2009,4,11,November,5,3,Thursday,45,False
20091106,2009-11-06,2009,4,11,November,6,4,Friday,45,False
20091107,2009-11-07,2009,4,11,November,7,5,Saturday,45,True
20091108,2009-11-08,2009,4,11,November,8,6,Sunday,45,True
20091109,2009-11-09,2009,4,11,November,9,0,Monday,46,False
20091110,2009-11-10,2009,4,11,November,10,1,Tuesday,46,False
20091111,2009-11-11,2009,4,11,November,11,2,Wednesday,46,False
20091112,2009-11-12,2009,4,11,November,12,3,Thursday,46,False
20091113,2009-11-13,2009,4,11,November,13,4,Friday,46,False
20091114,2009-11-14,2009,4,11,November,14,5,Saturday,46,True
20091115,2009-11-15,2009,4,11,November,15,6,Sunday,46,True
20091116,2009-11-16,2009,4,11,November,16,0,Monday,47,False
20091117,2009-11-17,2009,4,11,November,17,1,Tuesday,47,False
20091118,2009-11-18,2009,4,11,November,18,2,Wednesday,47,False
20091119,2009-11-19,2009,4,11,November,19,3,Thursday,47,False
20091120,2009-11-20,2009,4,11,November,20,4,Friday,47,False
20091121,2009-11-21,2009,4,11,November,21,5,Saturday,47,True
20091122,2009-11-22,2009,4,11,November,22,6,Sunday,47,True
20091123,2009-11-23,2009,4,11,November,23,0,Monday,48,False
20091124,2009-11-24,2009,4,11,November,24,1,Tuesday,48,False
20091125,2009-11-25,2009,4,11,November,25,2,Wednesday,48,False
20091126,2009-11-26,2009,4,11,November,26,3,Thursday,48,False
20091127,2009-11-27,2009,4,11,November,27,4,Friday,48,False
20091128,2009-11-28,2009,4,11,November,28,5,Saturday,48,True
20091129,2009-11-29,2009,4,11,November,29,6,Sunday,48,True
20091130,2009-11-30,2009,4,11,November,30,0,Monday,49,False
20091201,2009-12-01,2009,4,12,December,1,1,Tuesday,49,False
20091202,2009-12-02,2009,4,12,December,2,2,Wednesday,49,False
20091203,2009-12-03,2009,4,12,December,3,3,Thursday,49,False
20091204,2009-12-04,2009,4,12,December,4,4,Friday,49,False
20091205,2009-12-05,2009,4,12,December,5,5,Saturday,49,True
20091206,2009-12-06,2009,4,12,December,6,6,Sunday,49,True
20091207,2009-12-07,2009,4,12,December,7,0,Monday,50,False
20091208,2009-12-08,2009,4,12,December,8,1,Tuesday,50,False
20091209,2009-12-09,2009,4,12,December,9,2,Wednesday,50,False
20091210,2009-12-10,2009,4,12,December,10,3,Thursday,50,False
20091211,2009-12-11,2009,4,12,December,11,4,Friday,50,False
20091212,2009-12-12,2009,4,12,December,12,5,Saturday,50,True
20091213,2009-12-13,2009,4,12,December,13,6,Sunday,50,True
20091214,2009-12-14,2009,4,12,December,14,0,Monday,51,False
20091215,2009-12-15,2009,4,12,December,15,1,Tuesday,51,False
20091216,2009-12-16,2009,4,12,December,16,2,Wednesday,51,False
20091217,2009-12-17,2009,4,12,December,17,3,Thursday,51,False
20091218,2009-12-18,2009,4,12,December,18,4,Friday,51,False
20091219,2009-12-19,2009,4,12,December,19,5,Saturday,51,True
20091220,2009-12-20,2009,4,12,December,20,6,Sunday,51,True
20091221,2009-12-21,2009,4,12,December,21,0,Monday,52,False
20091222,2009-12-22,2009,4,12,December,22,1,Tuesday,52,False
20091223,2009-12-23,2009,4,12,December,23,2,Wednesday,52,False
20091224,2009-12-24,2009,4,12,December,24,3,Thursday,52,False
20091225,2009-12-25,2009,4,12,December,25,4,Friday,52,False
20091226,2009-12-26,2009,4,12,December,26,5,Saturday,52,True
20091227,2009-12-27,2009,4,12,December,27,6,Sunday,52,True
20091228,2009-12-28,2009,4,12,December,28,0,Monday,53,False
20091229,2009-12-29,2009,4,12,December,29,1,Tuesday,53,False
20091230,2009-12-30,2009,4,12,December,30,2,Wednesday,53,False
20091231,2009-12-31,2009,4,12,December,31,3,Thursday,53,False
